accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning
A.54-1937,1937.0,O34814,Panel,Marble panel,China,Unknown,,550-77,2013GL9007,Marble,Carving,Northern Qi,"China, Room 47e",False,False
A.20-1982,1982.0,O349010,Wax relief,Soul in Purgatory,Naples,"Azzolino, Giovanni Bernardino",sculptor,1620-1630,2006AE6591,,,,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
57-1881,1881.0,O61543,Table,,Rome,Unknown,,ca. 1580,2009CT2924,jasper,carving,Mannerist,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
A.523-1910,1910.0,O92989,Relief,Philip II of Spain (1527-1598),Lombardy,"Abondio, Antonio",sculptor,ca. 1570-1572,2009CE0465,wax,,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
C.70-1998,1998.0,O40348,Figure,Little Horror,Balham,"Halls, Susan",maker,1997,2006BA0562,,,,"Ceramics, Room 143, The Timothy Sainsbury Gallery",False,False
A.8-1990,1990.0,O311620,Bust ,Gabriello Chiabrera,Florence,"Caccini, Pompeo",sculptor,1624,2015HU1040,bronze,cast,,"Europe 1600-1815, Room 6, The Lisa and Bernard Selz Gallery",False,False
A.20-1929,1929.0,O119761,Statue,Statue of an angel,Île-de-France,Unknown,,ca. 1150-1160,2009CE3086,limestone,carving,Romanesque,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
A.16-1963,1963.0,O67332,Bust,Queen Victoria,England,Count Victor Gleichen,sculptor,1888,2006AL3300,marble,,,"British Galleries, Room 125, Edwin and Susan Davies Gallery",False,False
7&A-1869,1869.0,O109015,Knife and fork,,Italy,Unknown,,1690-1710,2006AJ9362,ivory,gilding,,"Metalware, Room 116, The Belinda Gentle Gallery",False,False
598-1882,1882.0,O77684,Oil painting,Charles I,England,Anthony van Dyck,after,ca. 1750,2006AM6577,oil paint,oil painting,,"British Galleries, Room 56, The Djanogly Gallery",False,False
A.21-1984,1984.0,O94076,Lectern,,England,Unknown,,ca. 1180,2008BR8733,limestone,carving,Romanesque,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
A.2:1 to 3-1921,1921.0,O72925,Figure,The Crucified Christ,England,Unknown,,ca. 1275-1300,2013GD7957,Ivory,,,"Medieval & Renaissance, Room 10",False,False
REPRO.1865-50,1865.0,O127974,Tomb,Tomb of Emperor Henry VII of Luxembourg,Pisa,"Camaino, Tino di",sculptor,1315,2007BM5765,plaster,cast,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
C.934-1919,1919.0,O209587,Figure,,Höchst,"Melchior, Johann Peter",modeller,ca. 1766-1770,2008BT2284,hard paste porcelain,painted,Chinoiserie,"Ceramics, Room 145",False,False
LOAN:GILBERT.14-2008,2008.0,O156663,Statuette,,Augsburg,"Drentwett, Abraham (II)",maker,1700-1705,2009CA2409,silver,casting,,"Silver, Room 69",False,False
REPRO.1893-486,1893.0,O40965,Figure group,Judith and Holofernes,Florence (city),"Lelli, Oronzio",maker,ca. 1455,2007BM5926,Plaster,cast,Renaissance,"Medieval & Renaissance, Room 64b, The Simon Sainsbury Gallery",False,False
C.211-1983,1983.0,O19240,Bottle,,Essex,"Constantinidis, Joanna",maker,1983,2006AN8255,Stoneware,,,"Ceramics, Room 143, The Timothy Sainsbury Gallery",False,False
A.35-1940,1940.0,O195909,Statuette,The Mourning Mary,Goa,Unknown,,ca. 1650,2006AD1327,ivory,carving,Indo-Portuguese,"South Asia Gallery, Room 41",False,False
14:1 to 10-1891,1891.0,O130519,Wall fountain,Wall fountain,Venice,Unknown,,ca. 1500,2007BL8172,Istrian stone,carving,,"Medieval & Renaissance, Room 50a, The Paul and Jill Ruddock Gallery",False,False
181-1896,1896.0,O70809,Relief,The Death of the Virgin,Rhineland,Unknown,,ca. 1430-1440,2006BC9040,,,,"Medieval & Renaissance, Room 50b, The Paul and Jill Ruddock Gallery",False,False
IM.195:1-1939,1939.0,O454649,Mould,,Kausambi,Unknown,,ca. 1st century -3rd century,2010EA1049,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IM.31-1939,1939.0,O454785,Figure,,Sari Dheri,Unknown,,,2010EA5521,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IS.40-1951,1951.0,O479647,Head,,Pakistan,Unknown,,ca. 1st century BC to 3rd century AD,2010EA5956,terracotta,,Hellenistic period,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
REPRO.1885-137,1885.0,O12532,Bust,Pietro Mellini,Florence,"da Maiano, Benedetto",sculptor,1474,2007BM5862,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
A.15&A-1984,1984.0,O60062,Relief,Thetis and her nymphs rising from the sea to console Achilles for the loss of Patroclus,Britain,Thomas Banks,sculptor,1777-1778,2006AN4034,marble,,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879-183,1879.0,O70750,Moulding,,Rome,Unknown,,ca. 1770-1830,2006AM2111,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879A-39,1879.0,O70789,Frieze,,Rome,Unknown,,ca. 1770-1830,2006AM0217,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879-188,1879.0,O70788,Moulding,,Rome,Unknown,,ca. 1770-1830,2006AL8005,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879-236,1879.0,O70785,Capital,,Rome,Unknown,,1755-1830,2006AL8002,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879-217,1879.0,O70774,Moulding,,Rome,Unknown,,ca. 1755-1830,2006AL8239,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879-24,1879.0,O70772,Moulding,,Rome,Unknown,,ca. 1770-1830,2006AL6501,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879-179,1879.0,O70770,Rosette,,Rome,Unknown,,ca. 1770-1830,2006AM2112,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879A-24,1879.0,O81461,Moulding,,Rome,Unknown,,ca. 1770-1830,2006AL6499,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879C-105,1879.0,O81199,Bracket,,Rome,Unknown,,ca. 1770-1830,,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879B-105,1879.0,O81198,Bracket,,Rome,Unknown,,ca. 1770-1830,2006AL6856,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
LOAN:INDIA.49,,O134673,Relief,The Stein Collection,Xinjiang Uygur Zizhiqu (autonomous region),Unknown,,4th century - 5th century,2009BX9848,stucco,moulded,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
C.377-1918,1918.0,O333215,Figure,,Thuringia,Kloster-Veilsdorf porcelain factory,manufacturer,late 18th century,2010ED2334,hard paste porcelain,painted,,"Ceramics, Room 139, The Curtain Foundation Gallery",False,False
7619:1 to 3-1861,1861.0,O89936,Relief,"Flagellation, Crucifixion and Predella (Forzori Altar)",Italy,Donatello,maker,ca. 1450,2008BW3354,terracotta,moulded,,"Medieval & Renaissance, Room 64a, The Robert H. Smith Gallery",False,False
400:&1-1854,1854.0,O119932,Relief,Relief depicting two warriors shooting at the sun,Milan,Benedetto Cervi,sculptor,ca. 1531-1532,2009CE2321,marble,carving,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
M.44-1981,1981.0,O143209,Bangle,,London,"Watkins, David",designer and maker,1977,2006BJ3215,aluminium,,,"Jewellery, Rooms 91, The William and Judith Bollinger Gallery",False,False
DYCE.1618,,O1154744,Print,Statua del Gladiator Moribondo,Italy,"Rossi, Andrea",print-maker,1780-1792,2014GX0369,paper,engraving,,"Europe 1600-1815, Room 1",False,False
796-1882,1882.0,O341836,Figure,,Sèvres,Étienne-Maurice Falconet,modeller,ca. 1770,2010EB7957,porcelain,,,"Ceramics, Room 139, The Curtain Foundation Gallery",False,False
CIRC.181-1931,1931.0,O6319,Vase,,Paris,"Navarre, Henri-Edouard",designer,20/07/1929,2006AN6393,,,20TH CONT,"Glass, Room 131",False,False
CIRC.475-1960,1960.0,O73764,Collar,,Germany,"Nele, E. R.",jeweller,1957,2006BJ3216,Gold,Wire-drawing,,"Jewellery, Rooms 91, The William and Judith Bollinger Gallery",False,False
161-1879,1879.0,O91877,Table ornament,,Messina (province),"Juvarra, Sebastian",maker,1680-1699,2006AL0237,silver,cast,,"Silver, Room 69",False,False
CIRC.399-1976,1976.0,O19256,Form,Black form on square foot,Frome,"Coper, Hans",maker,1975,2006AN7491,Stoneware,throwing (pottery technique),,"Ceramics, Room 142, The Lydia and Manfred Gorvy Gallery",False,False
222:5-1879,1879.0,O120729,Architecture doorway,Doorway surmounted by a figure of St.George and craved with a relief of the Resurrection,Genoa,"Gagini, Giovanni",sculptor,1480,2009CT2992,slate,carved,,"Medieval & Renaissance, Room 50a, The Paul and Jill Ruddock Gallery",False,False
REPRO.1883-115,1883.0,O40935,Relief,Abundance,Paris,"Mathivet, L. (Monsieur)",caster,ca. 1883,2006BK4583,plaster,casting,,"Cast Courts, The Ruddock Family Cast Court, Room 46A",False,False
541-1869,1869.0,O349627,Relief,Castor and Pollux Triumphant over Death,France,"Pillon, Louis-Jacques",modeller,ca. 1790,2015HU5321,bronze,cast,,"Europe 1600-1815, Room 1",False,False
REPRO.1879-130,1879.0,O70756,Seat end,,Rome,Unknown,,ca. 1770-1830,2006AM0215,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879B-134,1879.0,O70755,Seat end,,Rome,Unknown,,ca. 1770-1830,2006AL8003,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
REPRO.1879-41,1879.0,O70787,Frieze,,Rome,Unknown,,ca. 1770-1830,2006AL8004,plaster,cast,,"British Galleries, Room 118, The Wolfson Gallery",False,False
A.162-1920,1920.0,O129008,Corbel,,Italy,Unknown,,ca. 1140-1150,2018KY5304,marble,carving,Romanesque,"Medieval & Renaissance, Room 8, The William and Eileen Ruddock Gallery",False,False
IS.31-2005,2005.0,O115630,Figure,,Bangkok,Unknown,,16th century,,Bronze,Gilding,,"The Himalayas and South-East Asia, Room 47a",False,False
REPRO.1886-190,1886.0,O127912,Tabernacle,Tabernacle,Florence,"da Fiesole, Mino",sculptor,ca. 1450-75,2007BM5871,plaster,casting,,"Cast Courts, Room 46b, The Weston Cast Court ",False,False
A.151-1910,1910.0,O106677,Inkstand,Inkstand with a monkey taking a baby from its cradle,Italy,Unknown,,c.1600-1650,2014GX4007,bronze,casting,,"Europe 1600-1815, Room 6, The Lisa and Bernard Selz Gallery",False,False
IM.215-1939,1939.0,O454677,Head,,Rawalpindi,Unknown,,ca.100 BC,2010EA5931,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
REPRO.1864-96,1864.0,O311050,Relief panel,,Italy,Franchi and Sons (Messrs.),cast-maker,1864,,plaster,cast,Romanesque,"Cast Courts, Room 46, The Chitra Nirmal Sethia Gallery",False,False
M.34-2007,2007.0,O228826,Ring,,London,"Piazza, Diego",designer and maker,1991,2007BM5658,,,,"Jewellery, Rooms 91, The William and Judith Bollinger Gallery",False,False
A.73-1965,1965.0,O77812,Statuette,George IV,London,"Cave, J.",modeller,1830,2006AM9497,,,,"British Galleries, Room 120, The Wolfson Galleries",False,False
57:1-1867,1867.0,O16284,Relief,Virgin and Child,Florence,Donatello,sculptor,ca. 1455-1460,2008BT1642,terracotta,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
626-1884,1884.0,O111372,Stud,,Greece,Unknown,,350 BC-300 BC,2006AC7070,gold,,Greek,"Jewellery, Rooms 91, The William and Judith Bollinger Gallery",False,False
7216-1860,1860.0,O123820,Table,,France,Unknown,,1560-1600,2009CP5159,walnut,carving,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
C.14-2010,2010.0,O1227452,Figure,Rakker mit gouden trannen (Rascal with golden tears),Breda,Carolein Smit,maker,2009,2011EU3551,earthenware,,,"Ceramics, Room 141, The McAulay Gallery",False,False
A.208-1946,1946.0,O77792,Model,Queen Mary II,England,"Nost, John van (I)",possibly,ca. 1695,2006AM8574,terracotta,modelling,,"British Galleries, Room 54",False,False
M.55-2000,2000.0,O51754,Ring,,London,"Fleischmann, Arthur",maker,1950-60,2006BG8556,silver,,,"Jewellery, Rooms 91, The William and Judith Bollinger Gallery",False,False
3790-1901,1901.0,O151429,Vase,,Lambeth,"Tinworth, George",decorator,1869-1872,2009CC7111,stoneware,painted,,"Ceramics, Room 143, The Timothy Sainsbury Gallery",False,False
A.9-1966,1966.0,O77816,Bust,Dr Antonio Cocchi,Florence,"Wilton, Joseph",maker,1755,2006AM6143,marble,carved,,"British Galleries, Room 118, The Wolfson Gallery",False,False
A.29:0 to 3-1930,1930.0,O299546,Statuette,The Lamentation,Italy,Unknown,,ca. 1650,2015HU6094,Ivory,Carved,,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
M.114-1917,1917.0,O307047,Snuff box,,Meissen,Meissen porcelain factory,manufacturer,ca. 1765-1775,2006BG2739,hard paste porcelain,painted,,"Ceramics, Room 139, The Curtain Foundation Gallery",False,False
C.239-1931,1931.0,O162178,Vase,,Höchst,"Hess, Georg Friedrich",painter (artist),ca. 1750,2010DD4886,Earthenware,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
M.35-1994,1994.0,O152455,Ring,,United States,"Bally, Boris",made,1988,2007BM5669,silver,,,"Jewellery, Rooms 91, The William and Judith Bollinger Gallery",False,False
RPS.2417-2017,2017.0,O1410729,Photograph,Ebony and Ivory,,"Day, Fred Holland",photographer,c. 1897,2025PC7343,photographic paper,platinum process,,"Photography Centre, Room 100, The Bern and Ronny Schwartz Gallery",False,False
M.20-1959,1959.0,O111382,Earring,,Greece,Unknown,,200 BC-100 BC,2006AC6401,Gold,filigree,Hellenistic,"Jewellery, Rooms 91, The William and Judith Bollinger Gallery",False,False
A.10-1948,1948.0,O66334,Bust,Bust of a member of the Navagero family,Venice,"Vittoria, Alessandro",,ca. 1590-1600,2009CP5173,terracotta,,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
1797-1855,1855.0,O159776,Holy water stoup,,Urbino,,,1620,2008BT0051,earthenware,,,"Ceramics, Room 145",False,False
A.65-1938,1938.0,O96690,Relief,A Blessed Soul,Italy,"Zumbo, Gaetano Giulio",makers,ca. 1700,2015HJ6043,Wax,,,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
A.66-1938,1938.0,O96692,Relief,A Damned Soul,Italy,"Zumbo, Gaetano Giulio",makers,ca. 1700,2014GW2959,wax,modelling,,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
A.19-1982,1982.0,O349011,Wax relief,Soul at Death,Naples,"Azzolino, Giovanni Bernardino",sculptor,1620-1630,2006AE6523,,,,"Europe 1600-1815, Room 7, The Sheikha Amna Bint Mohammed Al Thani Gallery",False,False
M.47-1952,1952.0,O91576,Plaque,,Germany,Unknown,,16th century or 19th century,2006AK9136,,,,"Silver, Room 69",False,False
396-1889,1889.0,O129396,Inkstand,,Colle Val d'Elsa (near Siena),"di Mazoni, Giovanni di Nicola",maker,ca. 1510,2008BV4764,earthenware,painted,Renaissance,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
CIRC.458-1954,1954.0,O6866,Form,Lancet II,Finland,"Sarpaneva, Timo",designer,1952,2006AV9261,,,20TH CONT,"Glass, Room 131",False,False
IM.192-1939,1939.0,O454764,Plaque,,Kausambi,Unknown,,ca. 200,2010EA5525,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IM.34-1939,1939.0,O454783,Plaque,,Sari Dheri,Unknown,,50BC-AD,2010EA5950,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IM.16-1943,1943.0,O454674,Head,,Sari Dheri,Unknown,,1st century BC,2010EA0988,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IS.265-1960,1960.0,O479635,Plaque,Plaque,Uttar Pradesh,Unknown,,20th century,2010EA5519,Terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IS.38-1951,1951.0,O479769,Head,,Pakistan,Unknown,,ca. 100 - 300,2010EA5524,terracotta,,Hellenistic period,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IS.44-1951,1951.0,O479765,Head,,Pakistan,Unknown,,ca. 100 - 300,2010EA5649,terracotta,,Hellenistic period,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IM.19-1943,1943.0,O454758,Torso,,Sari Dheri,Unknown,,1st century BC,2010EA6008,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IS.45-1951,1951.0,O479764,Head,,Pakistan,Unknown,,ca. 100-300,2010EA5839,terracotta,,Hellenistic period,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IM.12-1943,1943.0,O454760,Medallion,,Sari Dheri,Unknown,,1st century,2010EA1033,terracotta,,Kushan,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IS.37-1951,1951.0,O479770,Head,,Pakistan,Unknown,,ca. 100 - 300,2010EA5622,terracotta,,Hellenistic period,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IS.46-1951,1951.0,O473118,Head,,Gandhara,Unknown,,3rd century BC - 1st century AD,2010EA5838,Terracotta,unglazed,Hellenistic period,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IS.254-1960,1960.0,O479638,Plaque,,Pakistan,Unknown,,ca. 1st century BC - 1st century AD,2010EA1028,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IS.22-1951,1951.0,O479683,Figure,,Pakistan,Unknown,,,2010EA1121,terracotta,,Gandhara style,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IM.170-1939,1939.0,O454657,Plaque,,Uttar Pradesh,Unknown,,200BC-0BC ?,2010EA5526,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
IM.194-1939,1939.0,O454650,Mould,,,,,,2010EA1126,terracotta,,,"Ceramics, Room 137, The Curtain Foundation Gallery",False,False
"A.525:1, 2-1910",1910.0,O93010,Relief,Don Carlos of Spain,Vienna,"Abondio, Antonio",sculptor,ca. 1570-1572,2009CE0464,wax,gilding,,"Medieval & Renaissance, Room 62, The Foyle Foundation Gallery",False,False
44-1865,1865.0,O8059,Figure,Dorothea,Stoke-on-Trent,"Bell, John",designer,1847,2006AM9402,parian,,,"British Galleries, Room 122",False,False
M.148:1-2007,2007.0,O153075,Pendant,,New York,Tiffany & Co,maker,ca. 1880,2007BP2904,gold,,,"Jewellery, Rooms 91, The William and Judith Bollinger Gallery",False,False
19538:7,,O121367,Print,Stationery,London,Lloyd Brothers & Co,publishers,1851,2006AX7790,,lithography,,"British Galleries, Room 122",False,False
C.361-2009,2009.0,O1161012,Figure group,Nature,France,"Boizot, Louis-Simon",designer,1794,2010EB9765,porcelain,,,"Europe 1600-1815, Room 1",False,False
E.214:1-2005,2005.0,O119556,Print,Strategies for Departure Project,Britain,"Mandrile, Cecilia",artist,1998,2006AY5824,cloth,sewing,,"Leighton, Room 102",False,False
646-1893,1893.0,O68914,Statuette,Virgin and Child,Cracow,"Stoss, Veit",maker,ca. 1495,2006AE4923,boxwood,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
A.20-1945,1945.0,O347708,Statue,The Dying Achilles,France,"Veyrier, Christophe",sculptor,1683,2015HU6044,marble,carved,,"Europe 1600-1815, Room 5, The Friends of the V&A Gallery",False,False
FE.60-2025,2025.0,O1785675,Wall hanging,,,,,,,lacquer,,,"China, Room 44",False,False
IS.100-1972,1972.0,O65329,Figure,Bodhisattva Maitreya,Gandhara,Unknown,,2nd century-4th century,2017JV2364,schist,,Kushan,"Buddhism, Room 18, The Robert H. N. Ho Family Foundation Galleries of Buddhist Art",False,False
290:8-1886,1886.0,O122367,Doorway,Doorway,Gubbio,unknown,,ca. 1475-1480,2008BT8077,Grey sandstone (pietra serena),Carved,,"Medieval & Renaissance, Room 64a, The Robert H. Smith Gallery",False,False
101:13-1886,1886.0,O126592,Doorway,Doorway,Gubbio,Francesco di Giorgio,probably,ca. 1475,2009CT3903,,,,"Medieval & Renaissance, Room 64, The Wolfson Gallery",False,False
CIRC.362-1958,1958.0,O72800,Tiara,,Kent,"Wilson, Henry",designer,ca. 1908,2006AN7882,silver,,Arts and Crafts (movement),"Jewellery, Rooms 91, The William and Judith Bollinger Gallery",False,False
1979C-1855,1855.0,O278452,Plate,,Meissen,Meissen porcelain factory,manufacturer,ca. 1765-1775,2010EA0167,hard paste porcelain,painted,,"Ceramics, Room 139, The Curtain Foundation Gallery",False,False
